title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
Nautanki Saala!,tt2341766,https://upload.wikimedia.org/wikipedia/en/thumb/0/0f/Nautankisaalaposter.jpg/220px-Nautankisaalaposter.jpg,https://en.wikipedia.org/wiki/Nautanki_Saala,Nautanki Saala!,Nautanki Saala!,0.0,2013,119,Comedy,5.8,3891.0,An actor's life changes dramatically when he saves a stranger from suicide.,An actor's life changes dramatically when he saves a stranger from suicide.,,Ayushmann Khurrana|Kunaal Roy Kapur|Pooja Salvi|Gaelyn Mendonca|Sanjeev Bhatt|Evelyn Sharma|Rufy Khan|Sulabha Arya|Purva Naresh|Nipun Dharmadhikari|Sheela Das|Vishwajeet|,,12 April 2013 (India)
Gulabi Gang (film),tt2196638,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Gulabi_Gang_Documentary_Film_Poster.jpg/220px-Gulabi_Gang_Documentary_Film_Poster.jpg,https://en.wikipedia.org/wiki/Gulabi_Gang_(film),Gulabi Gang,Gulabi Gang,0.0,2012,96,Documentary,7.5,195.0,Bundelkhand in central India  a region notorious for its rebels-turned-armed bandits  is witnessing a new kind of rebellion with an unusual cast of characters. These are the pink sari-clad women of the Gulabi Gang  who use words as weapons - demanding their rights  submitting petitions and haranguing corrupt officials. They travel long distances by cart and tractor  bus and train  to wrest justice for women and dalits  undeterred by sneering policemen and condescending bureaucrats. Sampat Pal  the group's founder  is a rough-and-tough woman with a commanding personality. Despite being born into a traditional family and married off early  she has evolved her own brand of feminism and egalitarian politics. Constantly on the move  today she may be found investigating the suspicious death of a young woman  tomorrow protesting against a corrupt official. The Gulabi Gang  with a membership of thousands  is active across many districts. Suman Singh  one of the leaders  has made it her ...,In Bundelkhand  India  a revolution is in the making among the poorest of the poor  as the fiery women of the Gulabi Gang empower themselves and take up the fight against gender violence  caste oppression and widespread corruption.,,Sampat Pal Devi|Ram Dulari|Devrati|Babu|Soondhi|Chandrakali|Bharat Patel|Hemlata Patel|Husna Jahan|Jayprakash Shivhare|Usha Patel|Suman Singh Chauhan|Parvati|Gomati|,7 wins & 2 nominations,February 2014 (India)
Masaan,tt4635372,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Masaan_poster.jpg/220px-Masaan_poster.jpg,https://en.wikipedia.org/wiki/Fly_Away_Solo,Masaan,Masaan,0.0,2015,109,Drama,8.1,19904.0,Four lives intersect along the Ganges: a low caste boy hopelessly in love  a daughter ridden with guilt of a sexual encounter ending in a tragedy  a hapless father with fading morality  and a spirited child yearning for a family  long to escape the moral constructs of a small-town.,Four lives intersect along the Ganges: a low caste boy hopelessly in love  a daughter ridden with guilt of a sexual encounter ending in a tragedy  a hapless father with fading morality  and...                    ,Paths of grieve intersect on the Ganges River.,Richa Chadha|Sanjay Mishra|Vicky Kaushal|Pankaj Tripathi|Vineet Kumar|Bhagwan Tiwari|Bhupesh Singh|Satya Kam Anand|Saurabh Chadhary|,20 wins & 5 nominations,24 July 2015 (India)
Yaara Silly Silly,tt5052972,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Yaara_Silly_Silly_-_Poster.jpg/220px-Yaara_Silly_Silly_-_Poster.jpg,https://en.wikipedia.org/wiki/Yaara_Silly_Silly,Yaara Silly Silly,Yaara Silly Silly,0.0,2015,108,Romance,5.6,214.0,,,,,,
Dear Zindagi,tt5946128,https://upload.wikimedia.org/wikipedia/en/9/9e/Dear_Zindagi_poster.jpg,https://en.wikipedia.org/wiki/Dear_Zindagi,Dear Zindagi,Dear Zindagi,0.0,2016,151,Drama|Romance,7.6,32790.0,This is the story of Kaira  a budding cinematographer in search of perfect life. A chance encounter with Jug  an unconventional thinker  helps her gain new perspective about life. She discovers that happiness is all about finding comfort in life's imperfections.,Kaira is a budding cinematographer in search of a perfect life. Her encounter with Jug  an unconventional thinker  helps her gain a new perspective on life. She discovers that happiness is all about finding comfort in life's imperfections.,,Alia Bhatt|Shah Rukh Khan|Kunal Kapoor|Priyanka Moodley|Prateek Jain|Aditya Roy Kapoor|Ali Zafar|Bobby Duggal|Angad Bedi|Darwin|Raj Bhansali|Sharic Sequeira|Dilip|Akanksha Gade|,8 nominations,23 November 2016 (USA)
Sabki Bajegi Band,tt4654760,https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Sabki_Bajegi_Band_Official_First_Look.jpg/220px-Sabki_Bajegi_Band_Official_First_Look.jpg,https://en.wikipedia.org/wiki/Sabki_Bajegi_Band,Sabki Bajegi Band,Sabki Bajegi Band,0.0,2015,108,Comedy|Drama,5.3,35.0,The film is based on true events - when the controversial RJ Anirudh recorded candid conversations between his celebrity/Bollywood pals at a farmhouse party: their intimate sexual desires  kinks  rivalries  affairs and bitching about Bollywood. The sensational uncensored footage has become India's First Reality Film.,The film is based on true events - when the controversial RJ Anirudh recorded candid conversations between his celebrity/Bollywood pals at a farmhouse party: their intimate sexual desires  ...                    ,,Swara Bhaskar|Shaurya Chauhan|Jhanvi Desai|Nisha Lalwani|Alekh Sangal|Samarth Shandilya|Aman Uppal|Sumeet Vyas|,,1 May 2015 (India)
Patiala House (film),tt1535467,https://upload.wikimedia.org/wikipedia/en/thumb/3/3d/Patiala_House_1.jpg/220px-Patiala_House_1.jpg,https://en.wikipedia.org/wiki/Patiala_House_(film),Patiala House,Patiala House,0.0,2011,140,Drama|Sport,5.6,8301.0,Gurtej Singh Kahlon witnesses his family being attacked by British-born Caucasian skinheads  leading to a death in the family. While the identified attackers were never charged by racially biased police  he himself was arrested for defending his family. He swore to change the manner in which East Indians were profiled and set about to build a Mini-India in Southall. He encourages his son  Parghat  to play and excel in cricket as he himself was a fan of the Indian team  especially Lala and his son  Mohinder Ambarnath. But when the time comes for Parghat to be inducted in the English cricket team  he forbids him  gets him to manage a convenience store  and also sets about to arrange marriages and lives of his family with no daring to oppose him. Then mixed-raced Simran Chaggal enters Parghat's life  and with some help from the Kahlon family  gets him to be included in a failing English team. They conspire to keep this information from Gurtej  and even re-name Parghat as 'Kaali'. But it ...,A victim of British racial violence and profiling prevents his son from playing cricket.,,Rishi Kapoor|Dimple Kapadia|Akshay Kumar|Anushka Sharma|Tinnu Anand|Soni Razdan|Prem Chopra|Masood Akhtar|Jeneva Talwar|Suparna Marwah|Neelu Kohli|Rabbit|Armaan Kirmani|Maya Sarao|,,11 February 2011 (India)
Queen (2014 film),tt3322420,https://upload.wikimedia.org/wikipedia/en/thumb/4/45/QueenMoviePoster7thMarch.jpg/220px-QueenMoviePoster7thMarch.jpg,https://en.wikipedia.org/wiki/Queen_(2014_film),Queen,Queen,0.0,2013,146,Comedy|Drama,8.2,56406.0,Queen is a movie about growing up. Rani (Kangana Ranaut) is a Delhi girl from a conservative family who is ditched by her fiancé just before her wedding. Shocked by this  she decides to set out on the planned honeymoon alone. As she travels the world and meets new people  she gains new experiences and discovers her own identity.,A Delhi girl from a traditional family sets out on a solo honeymoon after her marriage gets cancelled.,Everything in life happens for the good.,Kangana Ranaut|Rajkummar Rao|Lisa Haydon|Jeffrey Ho|Marco Canadea|Guithob Joseph|Yogendra Tiku|Alka Badola Kaushal|Tripta Lakhanpal|Chinmay Chandraunshuh|Nayani Dixit|Sabeeka Imam|Ayaan Malik|Ramesh Kalra|,21 wins & 14 nominations,7 March 2014 (India)
Chakravyuh (2012 film),tt2292625,https://upload.wikimedia.org/wikipedia/en/thumb/3/3f/Chakravyuh.jpg/220px-Chakravyuh.jpg,https://en.wikipedia.org/wiki/Chakravyuh_(2012_film),Chakravyuh,Chakravyuh,0.0,2012,152,Action|Drama|Thriller,6.8,2876.0,On the request of his friend Kabir  SP Adil Sends him to the Naxal group as an informer. When Kabir finds the truth he becomes one of their gang leader.,On the request of his friend Kabir  SP Adil Sends him to the Naxal group as an informer. When Kabir finds the truth he becomes one of their gang leader.,,Arjun Rampal|Abhay Deol|Manoj Bajpayee|Esha Gupta|Om Puri|Kabir Bedi|Deep Raj Rana|Harsh Mainra|,1 nomination,24 October 2012 (India)
Union Leader (film),tt6395306,https://upload.wikimedia.org/wikipedia/en/thumb/0/01/Union_Leader_Poster.jpg/220px-Union_Leader_Poster.jpg,https://en.wikipedia.org/wiki/Union_Leader_(film),Union Leader,Union Leader,0.0,2017,106,Drama,7.6,1503.0,UNION LEADER is a drama  105 minutes in length  and it is the story of Jay  who gave up his dream of education to care for his family when he was young and is haunted by the loss of a future that was not to be. But  he is determined to end the cycle of poverty and provide a better life for his family. Jay must fight to keep his family alive with each passing minute. Living in poverty and faced with the looming possibility of death  Jay must struggle against corporate greed and the constant dangers of living on every last penny. Will Jay be able to fulfill his dream? Will Jay be able to bring the bad guys to justice? Will Jay survive  or will he fall to his death like the hundreds that do.,Resigned to his fate as a worker in a notoriously shoddy chemical plant  Jay realizes that he must not only find a way to support his family  but also overcome grave social and legal injustice in the system.,,Rahul Bhat|Tillotama Shome|,3 wins & 17 nominations,19 January 2018 (India)
Yaaram (2019 film),tt11007050,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Yaaram_film_poster.jpg/220px-Yaaram_film_poster.jpg,https://en.wikipedia.org/wiki/Yaaram_(2019_film),#Yaaram,#Yaaram,0.0,2019,\N,Comedy|Romance,5.7,7.0,All set for an arranged marriage  Rohit Bajaj is faced with a rather strange request from his Muslim friend Sahil. As per halala  he convinces Rohit to get hitched to his ex-wife  just for him to remarry her. This twisted tale of love turns into a sour dose of betrayal - all this and more  in the name of friendship.,All set for an arranged marriage  Rohit Bajaj is faced with a rather strange request from his Muslim friend Sahil. As per halala  he convinces Rohit to get hitched to his ex-wife  just for ...                    ,,Siddhanth Kapoor|Prateik|Anita Raj|Ishita Raj|Subha Rajput|Natasha Stankovic|,,
Tanu Weds Manu,tt1694542,https://upload.wikimedia.org/wikipedia/en/thumb/c/c6/Tanuwedsmanu.jpg/220px-Tanuwedsmanu.jpg,https://en.wikipedia.org/wiki/Tanu_Weds_Manu,Tanu Weds Manu,Tanu Weds Manu,0.0,2011,113,Comedy|Drama|Romance,6.7,12091.0,London-based Dr. Manoj Sharma returns home to Delhi  and in the company of his parents  Kishan and Anju  as well as several others  travels to Chaman Ganj  Kanpur  Uttar Pradesh to meet his prospective bride  Tanuja Trivedi. He approves of her  informs his elders and they begin preparations for the marriage. Subsequently he gets a rude awakening when Tanuja tells him that she already has a boyfriend and plans to marry him even against her parents' wishes. Manoj informs his parents  and they set about to see other girls for their son - albeit in vain - as he has his heart set on Tanuja  and is all set to return back unmarried. Manoj and Tanuja are fated to meet again in Kapurthala  Punjab  while attending the marriage of Jaspreet Singh Jassi and Payal Sinha. While Manoj hopes to win Tanuja's heart - he will face more rejection when she enlists his assistance to elope with another male.,Manu comes to India to find a bride for himself and falls for Tanu at first sight but Tanu  a free spirited girl has no plans of marrying him.,Celebrate a perfect mismatch,Madhavan|Kangana Ranaut|Jimmy Sheirgill|Deepak Dobriyal|Swara Bhaskar|Eijaz Khan|K.K. Raina|Rajendra Gupta|Navni Parihar|Dipti Misra|,1 win & 7 nominations,25 February 2011 (India)
Life Mein Twist Hai,,https://upload.wikimedia.org/wikipedia/en/1/10/Life_Mein_Twist_Hai.jpg,https://en.wikipedia.org/wiki/Life_Mein_Twist_Hai,,,,,,,,,,,,,,
Jab Tak Hai Jaan,tt2176013,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/Jab_Tak_Hai_Jaan_Poster.jpg/220px-Jab_Tak_Hai_Jaan_Poster.jpg,https://en.wikipedia.org/wiki/Jab_Tak_Hai_Jaan,Jab Tak Hai Jaan,Jab Tak Hai Jaan,0.0,2012,176,Drama|Romance,6.7,48945.0,Samar Anand  a hard working young immigrant in the city of London  glimpses upon the love of his life  a gorgeous angelic looking girl  (Katrina Kaif). They meet and their bond blossoms into love with time spent together. Samar however meets with a serious accident  and Meera vows to God she will leave Samar forever if he allowed him to live again  their love affair ends as quickly as it began. Samar angered with God and fueled with his love for Meera  declares War against Him. Samar Anand vows to walk into the jaws of death everyday as a challenge to God to keep him alive. He becomes Major Samar Anand in the Indian Army  a bomb disposal chief  defusing bombs without ever wearing a bomb suit. It is here that Major Samar also known as 'the man who cannot die' meets Akira (Anushka Sharma)  a spirited vibrant  'today's generation' Discovery Channel correspondent with a WTF attitude. Aware of Samar Anand's story  Akira is determined to unravel the mystery of love in this intriguing story ...,A woman is made to realize that her prayers and sacrifice to save her boyfriend's life may have led him to a fate worse than death.,,Shah Rukh Khan|Katrina Kaif|Anushka Sharma|Anupam Kher|Rishi Kapoor|Atul Sharma|Andrew Bicknell|Sarika|Lucy Phelps|Sharib Hashmi|Neetu Singh|Julia St John|Vic Waghorn|Lee Nicholas Harris|,18 wins & 24 nominations,13 November 2012 (India)
